Дата,Год,Месяц,День,48-1 (0),"48-1 (0,5)",48-1 (1),"48-1 (1,5)",48-1 (2),"48-1 (2,5)",48-1 (3),"48-1 (3,5)",48-1 (4),"48-1 (4,5)",48-1 (5),48-1 (6),48-1 (7),48-1 (8),48-1 (9),48-1 (10),48-1 (11),48-Воздух (0)
2020-11-27,2020,11,27,-5.47,-2.03,-0.22,0.02,0.02,0.02,-0.01,-0.12,-0.36,-0.41,-0.52,-0.54,-0.54,-0.52,-0.36,-0.28,-0.17,-11.93
2020-11-28,2020,11,28,-7.2,-2.3,-0.25,0.02,0.02,0.02,-0.01,-0.13,-0.36,-0.41,-0.53,-0.54,-0.54,-0.51,-0.36,-0.28,-0.18,-8.96
2020-11-29,2020,11,29,-8.85,-2.95,-0.34,0.02,0.02,0.02,-0.01,-0.12,-0.35,-0.41,-0.54,-0.54,-0.54,-0.51,-0.35,-0.28,-0.18,-6.54
2020-11-30,2020,11,30,-6.07,-3.35,-0.47,0.02,0.02,0.02,-0.01,-0.14,-0.37,-0.41,-0.54,-0.55,-0.54,-0.49,-0.39,-0.28,-0.2,-4.57
2020-12-01,2020,12,1,-4.29,-3.04,-0.54,0.02,0.02,0.02,-0.01,-0.16,-0.38,-0.42,-0.55,-0.56,-0.54,-0.5,-0.39,-0.28,-0.19,-3.78
2020-12-02,2020,12,2,-4.57,-2.67,-0.54,0.02,0.03,0.02,-0.01,-0.18,-0.4,-0.44,-0.57,-0.57,-0.55,-0.5,-0.39,-0.28,-0.18,-5.42
2020-12-03,2020,12,3,-3.93,-2.53,-0.54,0.02,0.02,0.02,-0.01,-0.17,-0.41,-0.47,-0.58,-0.6,-0.58,-0.53,-0.4,-0.28,-0.2,-3.87
2020-12-04,2020,12,4,-3.31,-2.29,-0.54,0.02,0.03,0.02,-0.01,-0.18,-0.41,-0.48,-0.6,-0.6,-0.6,-0.51,-0.4,-0.28,-0.2,-3.98
2020-12-05,2020,12,5,-3.35,-2.07,-0.51,0.02,0.03,0.02,-0.01,-0.18,-0.41,-0.48,-0.59,-0.6,-0.6,-0.54,-0.4,-0.28,-0.17,-4.09
2020-12-06,2020,12,6,-3.41,-2.0,-0.49,0.02,0.03,0.02,-0.01,-0.18,-0.41,-0.48,-0.6,-0.6,-0.6,-0.53,-0.4,-0.28,-0.19,-4.01
2020-12-07,2020,12,7,-2.58,-1.91,-0.48,0.02,0.03,0.02,-0.01,-0.18,-0.41,-0.48,-0.6,-0.6,-0.6,-0.54,-0.4,-0.28,-0.19,-1.68
2020-12-08,2020,12,8,-5.46,-1.87,-0.48,0.02,0.03,0.03,-0.01,-0.18,-0.41,-0.48,-0.6,-0.6,-0.6,-0.54,-0.4,-0.29,-0.2,-10.77
2020-12-09,2020,12,9,-6.05,-2.46,-0.55,0.01,0.03,0.03,-0.01,-0.18,-0.41,-0.48,-0.6,-0.6,-0.61,-0.54,-0.4,-0.28,-0.19,-7.07
2020-12-10,2020,12,10,-5.29,-2.71,-0.65,0.02,0.03,0.03,-0.01,-0.18,-0.41,-0.48,-0.6,-0.6,-0.61,-0.54,-0.4,-0.29,-0.18,-7.75
2020-12-11,2020,12,11,-5.38,-2.96,-0.74,0.01,0.03,0.03,-0.01,-0.18,-0.41,-0.48,-0.6,-0.6,-0.61,-0.54,-0.4,-0.29,-0.2,-7.96
2020-12-12,2020,12,12,-5.46,-3.11,-0.78,0.02,0.03,0.03,-0.01,-0.18,-0.41,-0.48,-0.61,-0.6,-0.61,-0.54,-0.4,-0.3,-0.2,-6.46
2020-12-13,2020,12,13,-5.42,-3.08,-0.85,0.02,0.03,0.03,-0.02,-0.18,-0.41,-0.48,-0.61,-0.61,-0.61,-0.54,-0.4,-0.3,-0.19,-6.63
2020-12-14,2020,12,14,-5.94,-3.08,-0.92,0.02,0.02,0.03,-0.03,-0.18,-0.41,-0.48,-0.62,-0.62,-0.61,-0.54,-0.4,-0.29,-0.18,-9.82
2020-12-15,2020,12,15,-10.46,-3.52,-0.97,0.02,0.03,0.03,-0.03,-0.18,-0.42,-0.49,-0.65,-0.64,-0.61,-0.56,-0.41,-0.29,-0.17,-20.33
2020-12-16,2020,12,16,-11.54,-4.48,-1.15,0.02,0.02,0.03,-0.03,-0.18,-0.44,-0.51,-0.64,-0.66,-0.61,-0.58,-0.42,-0.29,-0.19,-15.6
2020-12-17,2020,12,17,-9.38,-5.1,-1.39,0.01,0.02,0.03,-0.01,-0.18,-0.45,-0.52,-0.67,-0.66,-0.66,-0.56,-0.43,-0.29,-0.19,-9.98
2020-12-18,2020,12,18,-8.67,-5.07,-1.58,-0.03,0.02,0.03,-0.01,-0.18,-0.47,-0.54,-0.68,-0.66,-0.67,-0.58,-0.43,-0.29,-0.19,-11.72
2020-12-19,2020,12,19,-8.73,-5.07,-1.73,-0.03,0.02,0.03,-0.01,-0.19,-0.49,-0.55,-0.72,-0.67,-0.68,-0.61,-0.43,-0.29,-0.19,-10.52
2020-12-20,2020,12,20,-8.36,-5.02,-1.82,-0.04,0.02,0.02,-0.01,-0.2,-0.52,-0.58,-0.75,-0.72,-0.71,-0.61,-0.46,-0.29,-0.19,-12.31
2020-12-21,2020,12,21,-12.31,-5.32,-1.94,-0.06,0.02,0.02,-0.01,-0.24,-0.52,-0.6,-0.75,-0.73,-0.73,-0.65,-0.47,-0.33,-0.2,-20.29
2020-12-22,2020,12,22,-14.46,-6.24,-2.17,-0.1,0.02,-0.04,-0.03,-0.24,-0.56,-0.64,-0.72,-0.75,-0.73,-0.65,-0.47,-0.34,-0.21,-22.48
2020-12-23,2020,12,23,-17.19,-7.26,-2.54,-0.15,0.02,0.07,-0.04,-0.24,-0.57,-0.67,-0.87,-0.79,-0.75,-0.67,-0.47,-0.32,-0.21,-25.64
2020-12-24,2020,12,24,-19.65,-8.67,-3.03,-0.25,0.02,0.37,-0.03,-0.24,-0.6,-0.7,-0.96,-0.82,-0.8,-0.69,-0.47,-0.33,-0.21,-28.92
2020-12-25,2020,12,25,-22.17,-9.88,-3.62,-0.38,0.01,0.22,-0.04,-0.27,-0.63,-0.76,-0.98,-0.88,-0.84,-0.71,-0.52,-0.34,-0.21,-33.68
2020-12-26,2020,12,26,-24.01,-11.13,-4.33,-0.58,-0.01,-0.11,-0.03,-0.29,-0.71,-0.82,-0.96,-0.94,-0.89,-0.79,-0.53,-0.34,-0.21,-34.67
2020-12-27,2020,12,27,-24.33,-12.3,-5.13,-0.86,-0.02,0.05,-0.05,-0.31,-0.77,-0.91,-1.05,-1.02,-0.97,-0.82,-0.57,-0.36,-0.22,-31.55
2020-12-28,2020,12,28,-23.08,-13.05,-5.86,-1.23,-0.03,-0.06,-0.05,-0.33,-0.85,-0.99,-1.13,-1.1,-1.07,-0.9,-0.6,-0.39,-0.19,-28.23
2020-12-29,2020,12,29,-21.06,-13.16,-6.45,-1.63,-0.01,0.05,-0.06,-0.38,-0.96,-1.12,-1.28,-1.23,-1.16,-0.98,-0.67,-0.39,-0.2,-25.56
2020-12-30,2020,12,30,-20.87,-13.09,-6.82,-2.11,-0.01,-0.01,-0.07,-0.43,-1.08,-1.23,-1.4,-1.36,-1.28,-1.1,-0.73,-0.4,-0.17,-26.9
2020-12-31,2020,12,31,-21.24,-13.16,-7.18,-2.55,-0.03,0.21,-0.08,-0.49,-1.18,-1.38,-1.59,-1.51,-1.42,-1.21,-0.82,-0.45,-0.23,-27.88
2021-01-01,2021,1,1,-22.5,-13.4,-7.52,-2.98,-0.08,0.03,-0.08,-0.54,-1.3,-1.51,-1.72,-1.67,-1.57,-1.32,-0.96,-0.49,-0.2,-30.56
2021-01-02,2021,1,2,-23.96,-13.9,-7.92,-3.39,-0.18,-0.13,-0.08,-0.62,-1.42,-1.64,-1.84,-1.83,-1.72,-1.46,-1.16,-0.54,-0.19,-34.39
2021-01-03,2021,1,3,-23.7,-14.36,-8.32,-3.78,-0.29,-0.03,-0.08,-0.68,-1.53,-1.77,-1.99,-1.99,-1.86,-1.59,-1.08,-0.58,-0.24,-32.3
2021-01-04,2021,1,4,-22.76,-14.65,-8.72,-4.2,-0.48,0.07,-0.11,-0.75,-1.64,-1.91,-2.14,-2.14,-2.02,-1.72,-1.15,-0.63,-0.23,-29.11
2021-01-05,2021,1,5,-21.46,-14.71,-9.01,-4.58,-0.69,-0.13,-0.13,-0.83,-1.75,-2.03,-2.25,-2.29,-2.17,-1.86,-1.26,-0.71,-0.23,-26.59
2021-01-06,2021,1,6,-20.7,-14.62,-9.21,-4.92,-0.92,0.08,-0.14,-0.9,-1.87,-2.15,-2.42,-2.45,-2.32,-1.98,-1.35,-0.76,-0.25,-26.22
2021-01-07,2021,1,7,-20.7,-14.54,-9.34,-5.22,-1.18,-0.12,-0.17,-0.96,-1.97,-2.26,-2.51,-2.59,-2.47,-2.11,-1.46,-0.82,-0.25,-26.93
2021-01-08,2021,1,8,-21.11,-14.58,-9.48,-5.49,-1.44,-0.12,-0.2,-1.03,-2.06,-2.36,-2.62,-2.72,-2.59,-2.22,-1.55,-0.89,-0.27,-27.83
2021-01-09,2021,1,9,-18.76,-14.58,-9.63,-5.7,-1.63,-0.07,-0.2,-1.09,-2.17,-2.47,-2.76,-2.85,-2.72,-2.33,-1.65,-0.94,-0.29,-18.37
2021-01-10,2021,1,10,-17.12,-13.95,-9.66,-5.91,-1.86,-0.1,-0.24,-1.16,-2.25,-2.56,-2.85,-2.96,-2.82,-2.44,-1.74,-0.99,-0.3,-20.13
2021-01-11,2021,1,11,-18.01,-13.61,-9.56,-6.08,-2.09,-0.01,-0.27,-1.22,-2.32,-2.66,-2.95,-3.06,-2.95,-2.54,-1.79,-1.06,-0.34,-21.87
2021-01-12,2021,1,12,-18.4,-13.61,-9.52,-6.17,-2.27,0.08,-0.3,-1.28,-2.38,-2.73,-3.04,-3.15,-3.03,-2.62,-1.88,-1.11,-0.35,-21.69
2021-01-13,2021,1,13,-17.13,-13.57,-9.54,-6.27,-2.44,-0.15,-0.33,-1.33,-2.47,-2.81,-3.08,-3.24,-3.12,-2.71,-1.91,-1.16,-0.37,-16.75
2021-01-14,2021,1,14,-15.28,-13.16,-9.5,-6.36,-2.61,-0.09,-0.36,-1.38,-2.53,-2.86,-3.16,-3.3,-3.19,-2.77,-1.96,-1.2,-0.37,-15.91
2021-01-15,2021,1,15,-16.13,-12.66,-9.4,-6.43,-2.77,-0.01,-0.39,-1.45,-2.58,-2.92,-3.22,-3.38,-3.27,-2.84,-2.08,-1.25,-0.47,-21.25
2021-01-16,2021,1,16,-16.86,-12.69,-9.28,-6.48,-2.95,0.01,-0.46,-1.49,-2.63,-2.96,-3.27,-3.42,-3.32,-2.89,-2.14,-1.28,-0.5,-19.9
2021-01-17,2021,1,17,-17.99,-12.88,-9.29,-6.52,-3.08,-0.05,-0.49,-1.53,-2.69,-3.03,-3.31,-3.5,-3.38,-2.95,-2.17,-1.35,-0.49,-22.88
2021-01-18,2021,1,18,-18.63,-13.31,-9.38,-6.61,-3.26,-0.11,-0.53,-1.6,-2.74,-3.07,-3.37,-3.54,-3.43,-2.99,-2.22,-1.36,-0.49,-21.98
2021-01-19,2021,1,19,-18.66,-13.54,-9.55,-6.75,-3.45,-0.14,-0.59,-1.67,-2.83,-3.14,-3.45,-3.58,-3.49,-3.06,-2.22,-1.4,-0.53,-23.15
2021-01-20,2021,1,20,-20.43,-13.88,-9.73,-6.9,-3.64,-0.43,-0.68,-1.76,-2.89,-3.22,-3.51,-3.66,-3.54,-3.11,-2.26,-1.45,-0.55,-26.39
2021-01-21,2021,1,21,-22.24,-14.5,-10.01,-7.08,-3.88,-0.54,-0.79,-1.87,-2.98,-3.29,-3.58,-3.72,-3.6,-3.16,-2.37,-1.47,-0.59,-30.52
2021-01-22,2021,1,22,-23.97,-15.34,-10.4,-7.31,-4.12,-0.77,-0.91,-1.99,-3.09,-3.39,-3.68,-3.8,-3.68,-3.23,-2.41,-1.52,-0.62,-32.76
2021-01-23,2021,1,23,-25.03,-16.21,-10.9,-7.62,-4.42,-1.13,-1.11,-2.15,-3.22,-3.52,-3.82,-3.91,-3.77,-3.33,-2.49,-1.58,-0.66,-33.52
2021-01-24,2021,1,24,-26.01,-16.99,-11.43,-8.0,-4.72,-1.57,-1.36,-2.35,-3.38,-3.68,-3.94,-4.05,-3.9,-3.42,-2.56,-1.63,-0.66,-36.11
2021-01-25,2021,1,25,-24.83,-17.65,-11.93,-8.4,-5.07,-2.01,-1.69,-2.53,-3.57,-3.83,-4.1,-4.17,-4.03,-3.52,-2.64,-1.67,-0.7,-29.11
2021-01-26,2021,1,26,-24.76,-17.74,-12.41,-8.83,-5.44,-2.51,-2.02,-2.76,-3.71,-4.0,-4.24,-4.31,-4.14,-3.64,-2.73,-1.74,-0.74,-26.75
2021-01-27,2021,1,27,-24.65,-17.65,-12.69,-9.23,-5.88,-3.01,-2.4,-3.0,-3.9,-4.16,-4.4,-4.46,-4.26,-3.75,-2.82,-1.79,-0.77,-32.71
2021-01-28,2021,1,28,-24.32,-18.02,-12.96,-9.57,-6.3,-3.54,-2.79,-3.25,-4.09,-4.31,-4.54,-4.58,-4.4,-3.85,-2.9,-1.86,-0.77,-29.93
2021-01-29,2021,1,29,-24.17,-18.2,-13.28,-9.92,-6.72,-4.02,-3.22,-3.53,-4.27,-4.48,-4.72,-4.7,-4.51,-3.95,-2.98,-1.91,-0.86,-31.55
2021-01-30,2021,1,30,-25.0,-18.46,-13.56,-10.26,-7.37,-4.6,-3.69,-3.84,-4.46,-4.66,-4.97,-4.84,-4.63,-4.05,-3.07,-1.98,-0.82,-32.7
2021-01-31,2021,1,31,-23.38,-18.65,-13.86,-10.61,-7.52,-5.13,-4.15,-4.19,-4.7,-4.84,-5.04,-4.99,-4.75,-4.16,-3.15,-2.04,-0.96,-26.14
2021-02-01,2021,2,1,-21.89,-18.43,-14.08,-10.95,-7.98,-5.57,-4.62,-4.55,-4.92,-5.03,-5.17,-5.12,-4.87,-4.27,-3.24,-2.1,-1.02,-22.87
2021-02-02,2021,2,2,-19.42,-17.87,-14.17,-11.26,-8.34,-6.07,-5.03,-4.88,-5.17,-5.23,-5.32,-5.25,-4.99,-4.36,-3.32,-2.17,-1.04,-17.09
2021-02-03,2021,2,3,-19.03,-17.14,-14.13,-11.48,-8.71,-6.51,-5.43,-5.22,-5.38,-5.41,-5.45,-5.39,-5.09,-4.47,-3.39,-2.24,-1.07,-20.46
2021-02-04,2021,2,4,-19.85,-16.74,-13.97,-11.61,-9.02,-6.86,-5.77,-5.5,-5.58,-5.56,-5.62,-5.49,-5.2,-4.55,-3.48,-2.28,-1.08,-24.93
2021-02-05,2021,2,5,-20.44,-16.75,-13.87,-11.69,-9.26,-7.2,-6.08,-5.77,-5.75,-5.72,-5.73,-5.6,-5.26,-4.62,-3.54,-2.35,-1.11,-25.3
2021-02-06,2021,2,6,-21.07,-16.89,-13.88,-11.75,-9.45,-7.45,-6.36,-6.02,-5.91,-5.85,-5.85,-5.68,-5.36,-4.65,-3.58,-2.39,-1.18,-28.06
2021-02-07,2021,2,7,-21.83,-17.22,-13.97,-11.84,-9.61,-7.71,-6.61,-6.22,-6.09,-5.99,-5.97,-5.77,-5.42,-4.77,-3.64,-2.43,-1.21,-26.45
2021-02-08,2021,2,8,-20.98,-17.45,-14.12,-11.97,-9.8,-7.93,-6.84,-6.43,-6.27,-6.16,-6.15,-5.88,-5.52,-4.85,-3.71,-2.48,-1.24,-25.28
2021-02-09,2021,2,9,-21.25,-17.49,-14.3,-12.12,-9.98,-8.13,-7.08,-6.65,-6.49,-6.35,-6.31,-6.01,-5.63,-4.93,-3.79,-2.52,-1.44,-27.86
2021-02-10,2021,2,10,-21.56,-17.65,-14.44,-12.3,-10.18,-8.35,-7.34,-6.92,-6.68,-6.54,-6.5,-6.16,-5.76,-5.06,-3.87,-2.59,-1.34,-27.78
2021-02-11,2021,2,11,-21.2,-17.75,-14.61,-12.46,-10.37,-8.6,-7.55,-7.11,-6.9,-6.73,-6.68,-6.33,-5.9,-5.14,-3.97,-2.67,-1.38,-26.39
2021-02-12,2021,2,12,-21.63,-17.82,-14.74,-12.64,-10.56,-8.81,-7.77,-7.31,-7.07,-6.91,-6.86,-6.46,-6.03,-5.23,-4.04,-2.72,-1.41,-29.14
2021-02-13,2021,2,13,-22.08,-17.98,-14.84,-12.79,-10.74,-8.99,-7.96,-7.52,-7.24,-7.05,-6.98,-6.59,-6.13,-5.33,-4.13,-2.77,-1.46,-30.15
2021-02-14,2021,2,14,-22.99,-18.24,-15.03,-12.93,-10.88,-9.17,-8.14,-7.69,-7.4,-7.18,-7.14,-6.72,-6.23,-5.41,-4.2,-2.83,-1.49,-31.95
2021-02-15,2021,2,15,-23.23,-18.63,-15.21,-13.09,-11.05,-9.34,-8.32,-7.86,-7.54,-7.33,-7.27,-6.81,-6.33,-5.44,-4.27,-2.89,-1.53,-29.4
2021-02-16,2021,2,16,-22.57,-18.84,-15.44,-13.25,-11.21,-9.52,-8.48,-8.01,-7.69,-7.48,-7.35,-6.93,-6.42,-5.63,-4.33,-2.94,-1.57,-26.3
2021-02-17,2021,2,17,-22.21,-18.81,-15.59,-13.44,-11.39,-9.68,-8.64,-8.17,-7.88,-7.63,-7.5,-7.06,-6.56,-5.7,-4.41,-3.0,-1.6,-27.35
2021-02-18,2021,2,18,-21.98,-18.76,-15.71,-13.6,-11.55,-9.85,-8.82,-8.33,-8.04,-7.75,-7.62,-7.18,-6.67,-5.77,-4.49,-3.06,-1.65,-27.55
2021-02-19,2021,2,19,-21.51,-18.65,-15.78,-13.75,-11.72,-10.0,-9.0,-8.49,-8.25,-7.91,-7.81,-7.3,-6.76,-5.78,-4.57,-3.12,-1.61,-25.47
2021-02-20,2021,2,20,-22.23,-18.6,-15.83,-13.85,-11.86,-10.15,-9.15,-8.64,-8.3,-8.05,-7.98,-7.42,-6.88,-5.92,-4.64,-3.19,-1.65,-30.9
2021-02-21,2021,2,21,-23.65,-18.88,-15.9,-13.95,-11.99,-10.29,-9.29,-8.77,-8.31,-8.16,-8.03,-7.51,-6.96,-6.04,-4.71,-3.22,-1.74,-32.5
2021-02-22,2021,2,22,-24.29,-19.33,-16.05,-14.06,-12.13,-10.44,-9.43,-8.9,-8.44,-8.28,-8.14,-7.62,-7.05,-6.2,-4.77,-3.28,-1.77,-32.9
2021-02-23,2021,2,23,-24.54,-19.74,-16.29,-14.2,-12.25,-10.57,-9.57,-9.02,-8.6,-8.39,-8.26,-7.72,-7.13,-6.21,-4.85,-3.34,-1.85,-32.08
2021-02-24,2021,2,24,-22.75,-19.9,-16.54,-14.37,-12.38,-10.71,-9.68,-9.16,-8.74,-8.51,-8.37,-7.82,-7.23,-6.26,-4.89,-3.41,-1.85,-20.52
2021-02-25,2021,2,25,-20.73,-19.45,-16.62,-14.54,-12.53,-10.84,-9.82,-9.28,-8.83,-8.63,-8.51,-7.94,-7.34,-6.51,-4.98,-3.45,-1.9,-19.95
2021-02-26,2021,2,26,-20.66,-18.87,-16.57,-14.66,-12.67,-10.98,-9.94,-9.42,-8.95,-8.73,-8.59,-8.01,-7.42,-6.35,-5.05,-3.49,-1.96,-23.95
2021-02-27,2021,2,27,-21.36,-18.67,-16.46,-14.68,-12.78,-11.09,-10.05,-9.5,-9.01,-8.81,-8.67,-8.09,-7.49,-6.53,-5.11,-3.56,-1.98,-26.41
2021-02-28,2021,2,28,-21.43,-18.69,-16.38,-14.68,-12.85,-11.21,-10.15,-9.61,-8.99,-8.88,-8.75,-8.15,-7.57,-6.68,-5.15,-3.61,-2.01,-25.43
2021-03-01,2021,3,1,-20.78,-18.65,-16.35,-14.68,-12.92,-11.28,-10.24,-9.68,-9.15,-8.96,-8.79,-8.22,-7.57,-6.63,-5.21,-3.64,-2.06,-22.24
2021-03-02,2021,3,2,-19.3,-18.38,-16.31,-14.68,-12.98,-11.37,-10.33,-9.78,-9.14,-9.03,-8.86,-8.28,-7.65,-6.66,-5.25,-3.67,-2.11,-15.7
2021-03-03,2021,3,3,-17.92,-17.86,-16.2,-14.67,-13.0,-11.41,-10.4,-9.85,-9.12,-9.07,-8.93,-8.34,-7.69,-6.68,-5.26,-3.74,-2.14,-14.72
2021-03-04,2021,3,4,-17.27,-17.23,-15.97,-14.61,-13.04,-11.51,-10.47,-9.9,-9.12,-9.13,-8.96,-8.36,-7.74,-6.73,-5.32,-3.75,-2.18,-16.64
2021-03-05,2021,3,5,-17.17,-16.78,-15.71,-14.53,-13.04,-11.53,-10.52,-9.96,-9.13,-9.18,-9.0,-8.41,-7.76,-6.76,-5.35,-3.79,-2.22,-16.93
2021-03-06,2021,3,6,-17.81,-16.54,-15.45,-14.41,-13.01,-11.57,-10.57,-10.02,-9.23,-9.18,-9.01,-8.42,-7.78,-6.79,-5.38,-3.8,-2.25,-20.18
2021-03-07,2021,3,7,-18.29,-16.51,-15.28,-14.26,-12.96,-11.58,-10.58,-10.02,-9.06,-9.2,-9.04,-8.45,-7.8,-6.81,-5.39,-3.84,-2.27,-22.65
2021-03-08,2021,3,8,-19.41,-16.64,-15.17,-14.14,-12.9,-11.56,-10.61,-10.05,-9.21,-9.23,-9.07,-8.48,-7.79,-6.82,-5.4,-3.86,-2.27,-25.82
2021-03-09,2021,3,9,-20.34,-16.96,-15.14,-14.05,-12.85,-11.58,-10.61,-10.08,-9.16,-9.26,-9.1,-8.48,-7.83,-6.82,-5.42,-3.87,-2.32,-27.94
2021-03-10,2021,3,10,-20.97,-17.34,-15.21,-14.01,-12.78,-11.52,-10.64,-10.11,-9.2,-9.29,-9.12,-8.49,-7.84,-6.87,-5.45,-3.9,-2.34,-27.79
2021-03-11,2021,3,11,-21.7,-17.68,-15.34,-14.04,-12.77,-11.57,-10.64,-10.13,-9.3,-9.32,-9.16,-8.53,-7.86,-6.91,-5.45,-3.93,-2.34,-28.52
2021-03-12,2021,3,12,-19.7,-17.91,-15.49,-14.07,-12.76,-11.55,-10.66,-10.16,-9.34,-9.36,-9.19,-8.54,-7.9,-6.88,-5.52,-3.95,-2.37,-15.04
2021-03-13,2021,3,13,-17.13,-17.47,-15.56,-14.15,-12.8,-11.56,-10.71,-10.19,-9.43,-9.4,-9.23,-8.6,-7.94,-6.92,-5.53,-3.98,-2.39,-11.52
2021-03-14,2021,3,14,-16.03,-16.69,-15.46,-14.17,-12.82,-11.59,-10.71,-10.2,-9.39,-9.44,-9.26,-8.63,-7.98,-6.98,-5.54,-3.99,-2.43,-10.06
2021-03-15,2021,3,15,-14.77,-15.96,-15.19,-14.13,-12.84,-11.59,-10.72,-10.23,-9.47,-9.45,-9.23,-8.66,-7.98,-6.92,-5.58,-4.01,-2.42,-7.62
2021-03-16,2021,3,16,-14.58,-15.23,-14.85,-14.0,-12.81,-11.6,-10.73,-10.24,-9.52,-9.45,-9.31,-8.67,-7.98,-7.0,-5.58,-4.04,-2.43,-14.56
2021-03-17,2021,3,17,-15.17,-14.9,-14.52,-13.83,-12.77,-11.61,-10.73,-10.24,-9.46,-9.45,-9.3,-8.67,-7.98,-6.94,-5.59,-4.05,-2.48,-16.71
2021-03-18,2021,3,18,-16.05,-14.85,-14.25,-13.63,-12.65,-11.57,-10.72,-10.23,-9.54,-9.45,-9.33,-8.67,-7.98,-7.03,-5.6,-4.06,-2.51,-19.79
2021-03-19,2021,3,19,-16.71,-15.01,-14.12,-13.48,-12.55,-11.52,-10.71,-10.23,-9.65,-9.45,-9.3,-8.67,-7.98,-6.87,-5.62,-4.08,-2.5,-20.92
2021-03-20,2021,3,20,-17.8,-15.25,-14.07,-13.35,-12.46,-11.48,-10.7,-10.2,-9.62,-9.45,-9.28,-8.67,-7.98,-7.0,-5.63,-4.09,-2.52,-24.33
2021-03-21,2021,3,21,-18.19,-15.6,-14.12,-13.29,-12.4,-11.44,-10.7,-10.2,-9.66,-9.45,-9.3,-8.67,-8.01,-7.11,-5.62,-4.1,-2.47,-22.22
2021-03-22,2021,3,22,-17.7,-15.81,-14.21,-13.28,-12.34,-11.44,-10.71,-10.24,-9.68,-9.5,-9.27,-8.72,-8.04,-7.04,-5.64,-4.12,-2.52,-18.35
2021-03-23,2021,3,23,-16.78,-15.79,-14.31,-13.31,-12.33,-11.4,-10.71,-10.24,-9.7,-9.52,-9.34,-8.73,-8.07,-7.06,-5.66,-4.13,-2.56,-13.89
2021-03-24,2021,3,24,-15.51,-15.55,-14.31,-13.35,-12.34,-11.41,-10.71,-10.27,-9.73,-9.56,-9.41,-8.78,-8.1,-7.08,-5.7,-4.16,-2.6,-10.12
2021-03-25,2021,3,25,-13.91,-15.02,-14.2,-13.33,-12.34,-11.4,-10.71,-10.28,-9.75,-9.58,-9.49,-8.79,-8.12,-7.02,-5.71,-4.18,-2.62,-4.88
2021-03-26,2021,3,26,-12.09,-14.24,-13.97,-13.26,-12.32,-11.38,-10.71,-10.28,-9.8,-9.58,-9.45,-8.79,-8.16,-7.06,-5.74,-4.2,-2.67,-2.71
2021-03-27,2021,3,27,-11.63,-13.39,-13.62,-13.13,-12.28,-11.37,-10.68,-10.27,-9.78,-9.58,-9.41,-8.79,-8.15,-7.18,-5.72,-4.21,-2.62,-6.73
2021-03-28,2021,3,28,-11.84,-12.83,-13.23,-12.93,-12.2,-11.33,-10.65,-10.24,-9.75,-9.55,-9.42,-8.76,-8.13,-7.12,-5.71,-4.23,-2.61,-10.9
2021-03-29,2021,3,29,-12.81,-12.63,-12.88,-12.71,-12.08,-11.29,-10.63,-10.2,-9.72,-9.52,-9.38,-8.76,-8.11,-7.13,-5.71,-4.23,-2.66,-13.49
2021-03-30,2021,3,30,-12.5,-12.61,-12.64,-12.48,-11.93,-11.21,-10.59,-10.19,-9.7,-9.46,-9.36,-8.73,-8.1,-7.12,-5.72,-4.24,-2.59,-11.89
2021-03-31,2021,3,31,-12.7,-12.57,-12.48,-12.29,-11.81,-11.14,-10.55,-10.13,-9.65,-9.45,-9.25,-8.7,-8.05,-7.1,-5.7,-4.24,-2.66,-10.72
2021-04-01,2021,4,1,-12.08,-12.47,-12.36,-12.14,-11.69,-11.07,-10.48,-10.09,-9.63,-9.4,-9.26,-8.67,-8.03,-6.94,-5.71,-4.24,-2.73,-8.58
2021-04-02,2021,4,2,-11.5,-12.23,-12.22,-12.0,-11.56,-10.96,-10.44,-10.04,-9.6,-9.37,-9.23,-8.61,-8.0,-7.14,-5.7,-4.24,-2.74,-4.86
2021-04-03,2021,4,3,-10.6,-11.87,-12.03,-11.86,-11.43,-10.87,-10.36,-9.99,-9.58,-9.32,-9.09,-8.6,-7.98,-7.06,-5.67,-4.24,-2.75,-2.8
2021-04-04,2021,4,4,-10.09,-11.44,-11.81,-11.69,-11.27,-10.8,-10.29,-9.92,-9.57,-9.26,-9.08,-8.55,-7.94,-6.88,-5.67,-4.23,-2.78,-3.59
2021-04-05,2021,4,5,-9.46,-10.89,-11.54,-11.53,-11.27,-10.72,-10.21,-9.86,-9.54,-9.2,-9.04,-8.51,-7.89,-6.83,-5.67,-4.21,-2.78,-2.89
2021-04-06,2021,4,6,-9.18,-10.55,-11.26,-11.33,-11.2,-10.61,-10.14,-9.8,-9.43,-9.15,-9.01,-8.45,-7.86,-7.01,-5.62,-4.19,-2.77,-4.15
2021-04-07,2021,4,7,-8.99,-10.26,-10.97,-11.11,-10.93,-10.5,-10.06,-9.72,-9.39,-9.09,-8.97,-8.4,-7.79,-6.87,-5.6,-4.18,-2.77,-3.53
2021-04-08,2021,4,8,-8.98,-10.0,-10.7,-10.89,-10.82,-10.4,-9.97,-9.64,-9.3,-9.01,-8.89,-8.34,-7.75,-6.89,-5.58,-4.18,-2.76,-5.22
