Дата,Год,Месяц,День,48-1 (0),"48-1 (0,5)",48-1 (1),"48-1 (1,5)",48-1 (2),"48-1 (2,5)",48-1 (3),"48-1 (3,5)",48-1 (4),"48-1 (4,5)",48-1 (5),48-1 (6),48-1 (7),48-1 (8),48-1 (9),48-1 (10),48-1 (11),48-Воздух (0)
2022-01-08,2022,1,8,-15.04,-11.66,-8.6,-6.06,-3.21,-0.38,-1.4,-2.29,-3.32,-3.61,-3.86,-3.95,-3.8,-3.4,-2.64,-1.91,-1.2,-14.48
2022-01-09,2022,1,9,-14.75,-11.7,-8.76,-6.31,-3.57,-0.93,-1.63,-2.46,-3.44,-3.74,-3.97,-4.06,-3.93,-3.52,-2.74,-1.96,-1.28,-10.17
2022-01-10,2022,1,10,-14.31,-11.64,-8.89,-6.53,-3.93,-1.59,-1.88,-2.63,-3.59,-3.86,-4.13,-4.19,-4.04,-3.6,-2.82,-2.02,-1.32,-10.81
2022-01-11,2022,1,11,-14.31,-11.53,-8.98,-6.74,-4.28,-2.06,-2.15,-2.82,-3.71,-3.98,-4.22,-4.29,-4.12,-3.68,-2.9,-2.09,-1.38,-10.38
2022-01-12,2022,1,12,-13.85,-11.46,-9.06,-6.94,-4.59,-2.47,-2.42,-2.99,-3.82,-4.07,-4.17,-4.36,-4.21,-3.75,-2.95,-2.13,-1.49,-8.96
2022-01-13,2022,1,13,-13.09,-11.35,-9.12,-7.09,-4.89,-2.88,-2.72,-3.18,-3.95,-4.16,-4.27,-4.43,-4.25,-3.83,-3.02,-2.19,-1.56,-8.26
2022-01-14,2022,1,14,-12.46,-11.06,-9.15,-7.24,-5.17,-3.23,-3.01,-3.36,-4.04,-4.25,-4.38,-4.5,-4.33,-3.87,-3.08,-2.24,-1.62,-8.77
2022-01-15,2022,1,15,-11.74,-10.76,-9.08,-7.37,-5.44,-3.77,-3.32,-3.58,-4.16,-4.31,-4.51,-4.53,-4.38,-3.92,-3.12,-2.29,-1.53,-9.04
2022-01-16,2022,1,16,-11.71,-10.48,-8.97,-7.47,-5.7,-4.1,-3.63,-3.79,-4.26,-4.4,-4.67,-4.58,-4.44,-3.96,-3.13,-2.33,-1.53,-9.96
2022-01-17,2022,1,17,-11.88,-10.34,-8.89,-7.51,-5.9,-4.39,-3.9,-3.98,-4.38,-4.49,-4.64,-4.63,-4.45,-3.98,-3.16,-2.35,-1.67,-9.38
2022-01-18,2022,1,18,-11.79,-10.37,-8.86,-7.55,-6.11,-4.68,-4.17,-4.17,-4.47,-4.54,-4.77,-4.66,-4.47,-4.02,-3.23,-2.39,-1.63,-10.95
2022-01-19,2022,1,19,-12.15,-10.34,-8.87,-7.62,-6.25,-4.93,-4.4,-4.38,-4.59,-4.63,-4.77,-4.69,-4.52,-4.02,-3.24,-2.42,-1.65,-12.06
2022-01-20,2022,1,20,-12.14,-10.38,-8.87,-7.67,-6.38,-5.12,-4.61,-4.5,-4.67,-4.71,-4.84,-4.73,-4.55,-4.11,-3.16,-2.45,-1.69,-10.08
2022-01-21,2022,1,21,-11.71,-10.5,-8.94,-7.76,-6.52,-5.31,-4.8,-4.68,-4.79,-4.8,-4.85,-4.77,-4.56,-4.11,-3.23,-2.46,-1.73,-8.07
2022-01-22,2022,1,22,-11.14,-10.34,-8.99,-7.84,-6.65,-5.43,-4.93,-4.81,-4.88,-4.87,-4.91,-4.8,-4.65,-4.15,-3.32,-2.48,-1.76,-8.02
2022-01-23,2022,1,23,-10.71,-10.07,-8.93,-7.89,-6.74,-5.42,-5.07,-4.94,-4.94,-4.92,-4.95,-4.82,-4.63,-4.17,-3.31,-2.53,-1.74,-8.84
2022-01-24,2022,1,24,-10.79,-9.87,-8.84,-7.9,-6.83,-5.76,-5.25,-5.06,-5.01,-4.99,-5.01,-4.86,-4.78,-4.18,-3.36,-2.54,-1.72,-9.39
2022-01-25,2022,1,25,-11.05,-9.83,-8.77,-7.89,-6.91,-5.92,-5.35,-5.15,-5.08,-5.03,-5.04,-4.88,-4.66,-4.16,-3.38,-2.54,-1.74,-9.81
2022-01-26,2022,1,26,-11.05,-9.89,-8.74,-7.89,-6.95,-5.93,-5.45,-5.23,-5.14,-5.08,-5.05,-4.88,-4.66,-4.18,-3.38,-2.59,-1.77,-7.99
2022-01-27,2022,1,27,-10.92,-9.87,-8.79,-7.9,-6.98,-6.02,-5.55,-5.3,-5.18,-5.11,-5.1,-4.9,-4.69,-4.15,-3.4,-2.59,-1.79,-9.31
2022-01-28,2022,1,28,-11.01,-9.84,-8.76,-7.93,-7.07,-6.08,-5.63,-5.35,-5.24,-5.15,-5.13,-4.93,-4.68,-4.2,-3.4,-2.6,-1.81,-9.9
2022-01-29,2022,1,29,-11.42,-9.86,-8.77,-7.96,-7.16,-6.1,-5.71,-5.42,-5.28,-5.2,-5.16,-4.95,-4.68,-4.2,-3.43,-2.61,-1.86,-12.79
2022-01-30,2022,1,30,-12.08,-10.03,-8.82,-7.96,-7.18,-6.2,-5.76,-5.48,-5.32,-5.23,-5.21,-4.95,-4.69,-4.27,-3.42,-2.63,-1.83,-12.64
2022-01-31,2022,1,31,-12.52,-10.32,-8.92,-8.02,-7.27,-6.26,-5.82,-5.54,-5.39,-5.28,-5.23,-4.98,-4.7,-4.25,-3.43,-2.65,-1.85,-10.79
2022-02-01,2022,2,1,-13.01,-10.63,-9.09,-8.08,-7.37,-6.29,-5.88,-5.59,-5.43,-5.33,-5.28,-5.01,-4.72,-4.2,-3.41,-2.67,-1.86,-14.08
2022-02-02,2022,2,2,-13.54,-10.93,-9.28,-8.19,-7.31,-6.36,-5.94,-5.65,-5.49,-5.37,-5.36,-5.06,-4.76,-4.24,-3.46,-2.67,-1.9,-13.45
2022-02-03,2022,2,3,-13.88,-11.28,-9.47,-8.31,-7.34,-6.4,-6.0,-5.7,-5.55,-5.42,-5.43,-5.1,-4.78,-4.37,-3.5,-2.69,-1.9,-12.95
2022-02-04,2022,2,4,-13.96,-11.56,-9.69,-8.46,-7.52,-6.51,-6.03,-5.76,-5.62,-5.48,-5.43,-5.14,-4.83,-4.17,-3.52,-2.71,-1.94,-10.22
2022-02-05,2022,2,5,-13.81,-11.73,-9.88,-8.6,-7.54,-6.59,-6.12,-5.81,-5.69,-5.54,-5.51,-5.2,-4.85,-4.37,-3.55,-2.73,-1.98,-10.53
2022-02-06,2022,2,6,-14.09,-11.8,-10.03,-8.75,-7.67,-6.64,-6.2,-5.89,-5.72,-5.6,-5.56,-5.25,-4.9,-4.38,-3.57,-2.75,-1.98,-13.75
2022-02-07,2022,2,7,-14.2,-11.96,-10.15,-8.87,-7.75,-6.72,-6.27,-5.95,-5.77,-5.67,-5.62,-5.28,-4.96,-4.43,-3.62,-2.79,-2.02,-11.58
2022-02-08,2022,2,8,-14.12,-12.03,-10.25,-9.0,-7.81,-6.8,-6.34,-6.0,-5.84,-5.72,-5.69,-5.32,-4.99,-4.37,-3.65,-2.79,-1.98,-11.7
2022-02-09,2022,2,9,-14.03,-12.13,-10.38,-9.11,-7.91,-6.87,-6.41,-6.11,-5.89,-5.78,-5.72,-5.39,-5.03,-4.51,-3.68,-2.83,-2.03,-11.42
2022-02-10,2022,2,10,-13.68,-12.22,-10.47,-9.19,-8.05,-6.95,-6.49,-6.15,-5.97,-5.82,-5.78,-5.43,-5.07,-4.5,-3.69,-2.86,-1.97,-11.29
2022-02-11,2022,2,11,-13.08,-12.05,-10.51,-9.3,-8.13,-7.04,-6.53,-6.22,-6.03,-5.86,-5.84,-5.47,-5.11,-4.53,-3.74,-2.87,-2.02,-11.29
2022-02-12,2022,2,12,-13.17,-11.83,-10.47,-9.35,-8.21,-7.11,-6.61,-6.28,-6.04,-5.92,-5.89,-5.51,-5.14,-4.65,-3.75,-2.92,-2.08,-11.4
2022-02-13,2022,2,13,-13.65,-11.83,-10.44,-9.38,-8.29,-7.2,-6.68,-6.34,-6.12,-5.98,-5.92,-5.56,-5.21,-4.6,-3.8,-2.92,-2.09,-12.72
2022-02-14,2022,2,14,-14.1,-11.98,-10.48,-9.42,-8.35,-7.25,-6.75,-6.36,-6.16,-6.03,-5.98,-5.6,-5.22,-4.62,-3.81,-2.93,-2.05,-11.92
2022-02-15,2022,2,15,-14.86,-12.16,-10.59,-9.46,-8.39,-7.3,-6.78,-6.45,-6.23,-6.08,-6.0,-5.64,-5.29,-4.68,-3.86,-2.97,-2.18,-12.99
2022-02-16,2022,2,16,-15.12,-12.58,-10.73,-9.53,-8.44,-7.37,-6.88,-6.53,-6.28,-6.14,-6.01,-5.7,-5.3,-4.84,-3.87,-2.98,-2.17,-11.49
2022-02-17,2022,2,17,-15.13,-12.8,-10.92,-9.65,-8.54,-7.44,-6.95,-6.58,-6.34,-6.2,-6.08,-5.76,-5.36,-4.72,-3.92,-3.02,-2.2,-10.94
2022-02-18,2022,2,18,-14.67,-12.9,-11.08,-9.76,-8.6,-7.51,-7.06,-6.62,-6.41,-6.26,-6.18,-5.81,-5.4,-4.7,-3.95,-3.05,-2.2,-9.6
2022-02-19,2022,2,19,-13.76,-12.86,-11.17,-9.88,-8.69,-7.58,-7.07,-6.7,-6.49,-6.33,-6.18,-5.86,-5.47,-4.85,-3.99,-3.07,-2.26,-4.46
2022-02-20,2022,2,20,-12.5,-12.49,-11.14,-9.96,-8.77,-7.65,-7.17,-6.77,-6.52,-6.37,-6.28,-5.91,-5.51,-4.92,-4.0,-3.11,-2.24,-4.13
2022-02-21,2022,2,21,-11.59,-11.89,-11.0,-9.99,-8.87,-7.72,-7.19,-6.83,-6.58,-6.42,-6.44,-5.95,-5.53,-5.0,-4.05,-3.13,-2.24,-6.02
2022-02-22,2022,2,22,-11.0,-11.35,-10.77,-9.95,-8.91,-7.77,-7.23,-6.87,-6.6,-6.43,-6.35,-5.96,-5.56,-4.95,-4.06,-3.15,-2.28,-7.44
2022-02-23,2022,2,23,-10.85,-10.92,-10.48,-9.84,-8.89,-7.81,-7.28,-6.88,-6.61,-6.46,-6.37,-5.97,-5.59,-4.96,-4.08,-3.16,-2.3,-8.84
2022-02-24,2022,2,24,-10.9,-10.68,-10.26,-9.71,-8.86,-7.83,-7.31,-6.92,-6.66,-6.48,-6.4,-5.98,-5.59,-5.04,-4.11,-3.17,-2.31,-8.48
2022-02-25,2022,2,25,-10.73,-10.52,-10.08,-9.57,-8.82,-7.83,-7.38,-6.94,-6.66,-6.49,-6.38,-6.01,-5.59,-4.84,-4.13,-3.18,-2.33,-8.89
2022-02-26,2022,2,26,-10.58,-10.4,-9.94,-9.44,-8.73,-7.85,-7.36,-6.97,-6.67,-6.49,-6.39,-6.02,-5.59,-4.97,-4.12,-3.21,-2.33,-7.51
2022-02-27,2022,2,27,-10.11,-10.22,-9.81,-9.34,-8.67,-7.83,-7.4,-6.99,-6.67,-6.5,-6.42,-6.02,-5.59,-5.02,-4.1,-3.23,-2.34,-5.98
2022-02-28,2022,2,28,-9.87,-9.95,-9.67,-9.25,-8.58,-7.81,-7.36,-6.99,-6.67,-6.52,-6.41,-6.02,-5.59,-5.07,-4.12,-3.24,-2.37,-6.61
2022-03-01,2022,3,1,-9.47,-9.68,-9.5,-9.13,-8.57,-7.8,-7.4,-6.99,-6.67,-6.48,-6.41,-6.02,-5.59,-4.87,-4.13,-3.24,-2.39,-6.5
2022-03-02,2022,3,2,-9.46,-9.45,-9.34,-9.01,-8.52,-7.75,-7.31,-6.97,-6.66,-6.48,-6.41,-6.0,-5.59,-4.92,-4.12,-3.24,-2.38,-8.44
2022-03-03,2022,3,3,-9.48,-9.37,-9.19,-8.91,-8.46,-7.74,-7.39,-6.96,-6.65,-6.48,-6.38,-5.98,-5.58,-4.92,-4.2,-3.24,-2.39,-8.68
2022-03-04,2022,3,4,-9.96,-9.26,-9.06,-8.78,-8.37,-7.68,-7.26,-6.95,-6.64,-6.48,-6.37,-5.96,-5.57,-4.82,-4.23,-3.24,-2.43,-10.09
2022-03-05,2022,3,5,-10.86,-9.42,-9.0,-8.69,-8.28,-7.64,-7.31,-6.92,-6.63,-6.48,-6.37,-5.96,-5.55,-4.97,-4.43,-3.24,-2.42,-11.09
2022-03-06,2022,3,6,-11.7,-9.78,-9.01,-8.62,-8.16,-7.61,-7.25,-6.92,-6.64,-6.47,-6.36,-5.96,-5.53,-4.83,-4.39,-3.24,-2.41,-11.8
2022-03-07,2022,3,7,-12.43,-10.22,-9.11,-8.6,-8.1,-7.58,-7.22,-6.89,-6.64,-6.47,-6.33,-5.96,-5.55,-5.01,-4.24,-3.24,-2.42,-12.06
2022-03-08,2022,3,8,-12.96,-10.63,-9.29,-8.65,-8.13,-7.54,-7.24,-6.89,-6.66,-6.49,-6.38,-5.96,-5.57,-5.06,-4.11,-3.24,-2.42,-11.2
2022-03-09,2022,3,9,-13.14,-11.0,-9.53,-8.74,-8.14,-7.54,-7.24,-6.92,-6.68,-6.53,-6.43,-6.02,-5.59,-4.94,-4.12,-3.25,-2.42,-11.61
2022-03-10,2022,3,10,-13.54,-11.25,-9.77,-8.88,-8.19,-7.55,-7.25,-6.93,-6.71,-6.56,-6.46,-6.05,-5.64,-5.1,-4.13,-3.28,-2.42,-12.92
2022-03-11,2022,3,11,-13.66,-11.51,-9.96,-9.03,-8.26,-7.59,-7.24,-6.96,-6.75,-6.59,-6.52,-6.09,-5.65,-5.07,-4.14,-3.29,-2.43,-12.87
2022-03-12,2022,3,12,-13.45,-11.69,-10.15,-9.15,-8.33,-7.64,-7.29,-6.99,-6.79,-6.63,-6.55,-6.14,-5.7,-5.09,-4.21,-3.3,-2.45,-10.7
2022-03-13,2022,3,13,-12.88,-11.75,-10.28,-9.28,-8.44,-7.67,-7.33,-7.03,-6.82,-6.67,-6.58,-6.18,-5.74,-5.1,-4.25,-3.32,-2.46,-9.23
2022-03-14,2022,3,14,-12.47,-11.62,-10.35,-9.41,-8.52,-7.73,-7.34,-7.07,-6.86,-6.72,-6.59,-6.21,-5.78,-5.2,-4.26,-3.35,-2.47,-9.88
2022-03-15,2022,3,15,-12.24,-11.43,-10.32,-9.48,-8.6,-7.78,-7.38,-7.11,-6.89,-6.73,-6.64,-6.23,-5.81,-5.22,-4.28,-3.36,-2.51,-8.83
2022-03-16,2022,3,16,-11.63,-11.28,-10.33,-9.51,-8.68,-7.82,-7.43,-7.13,-6.91,-6.75,-6.67,-6.27,-5.84,-5.2,-4.31,-3.38,-2.51,-6.04
2022-03-17,2022,3,17,-10.95,-10.99,-10.25,-9.54,-8.72,-7.87,-7.47,-7.13,-6.91,-6.78,-6.67,-6.27,-5.84,-5.18,-4.31,-3.4,-2.54,-4.64
2022-03-18,2022,3,18,-10.27,-10.63,-10.12,-9.49,-8.72,-7.9,-7.49,-7.17,-6.91,-6.78,-6.67,-6.27,-5.85,-5.18,-4.31,-3.41,-2.52,-4.23
2022-03-19,2022,3,19,-9.62,-10.23,-9.94,-9.42,-8.72,-7.9,-7.48,-7.18,-6.91,-6.77,-6.67,-6.27,-5.85,-5.24,-4.33,-3.42,-2.54,-2.18
2022-03-20,2022,3,20,-8.99,-9.75,-9.73,-9.33,-8.7,-7.92,-7.5,-7.17,-6.91,-6.78,-6.67,-6.27,-5.85,-5.23,-4.36,-3.42,-2.56,-2.64
2022-03-21,2022,3,21,-8.65,-9.4,-9.49,-9.2,-8.67,-7.91,-7.5,-7.16,-6.91,-6.74,-6.67,-6.26,-5.85,-5.22,-4.36,-3.42,-2.56,-6.58
2022-03-22,2022,3,22,-8.84,-9.06,-9.24,-9.04,-8.62,-7.9,-7.49,-7.16,-6.89,-6.73,-6.63,-6.25,-5.84,-5.2,-4.36,-3.42,-2.57,-9.02
2022-03-23,2022,3,23,-8.77,-9.0,-9.05,-8.89,-8.53,-7.85,-7.48,-7.14,-6.87,-6.73,-6.61,-6.22,-5.81,-5.22,-4.36,-3.42,-2.56,-5.14
2022-03-24,2022,3,24,-8.53,-9.02,-8.88,-8.74,-8.46,-7.83,-7.45,-7.13,-6.86,-6.69,-6.56,-6.21,-5.8,-5.21,-4.36,-3.42,-2.55,-6.13
2022-03-25,2022,3,25,-8.59,-8.7,-8.75,-8.62,-8.38,-7.75,-7.44,-7.11,-6.85,-6.67,-6.56,-6.19,-5.78,-5.16,-4.32,-3.42,-2.58,-8.34
2022-03-26,2022,3,26,-8.77,-8.7,-8.6,-8.5,-8.29,-7.71,-7.4,-7.07,-6.82,-6.65,-6.53,-6.15,-5.77,-5.13,-4.32,-3.42,-2.58,-7.95
2022-03-27,2022,3,27,-9.04,-8.66,-8.49,-8.38,-8.1,-7.68,-7.36,-7.05,-6.78,-6.61,-6.52,-6.14,-5.72,-5.1,-4.32,-3.42,-2.58,-8.51
2022-03-28,2022,3,28,-9.11,-8.75,-8.46,-8.3,-8.1,-7.64,-7.33,-7.03,-6.79,-6.61,-6.48,-6.12,-5.71,-5.12,-4.28,-3.42,-2.59,-6.72
2022-03-29,2022,3,29,-8.73,-8.7,-8.42,-8.23,-8.0,-7.55,-7.27,-6.99,-6.75,-6.61,-6.51,-6.1,-5.7,-5.1,-4.28,-3.42,-2.61,-5.09
2022-03-30,2022,3,30,-8.34,-8.56,-8.4,-8.2,-7.92,-7.51,-7.25,-6.98,-6.72,-6.56,-6.46,-6.08,-5.69,-5.09,-4.27,-3.42,-2.61,-5.2
2022-03-31,2022,3,31,-8.2,-8.38,-8.33,-8.12,-7.86,-7.46,-7.22,-6.92,-6.69,-6.54,-6.45,-6.07,-5.66,-5.05,-4.25,-3.42,-2.61,-7.56
2022-04-01,2022,4,1,-8.18,-8.23,-8.23,-8.07,-7.86,-7.43,-7.19,-6.9,-6.67,-6.54,-6.44,-6.05,-5.65,-5.07,-4.25,-3.42,-2.58,-6.3
2022-04-02,2022,4,2,-8.07,-8.13,-8.12,-8.0,-7.86,-7.39,-7.14,-6.87,-6.64,-6.48,-6.4,-6.02,-5.63,-5.04,-4.25,-3.41,-2.58,-6.7
2022-04-03,2022,4,3,-8.12,-8.07,-8.03,-7.91,-7.74,-7.31,-7.1,-6.84,-6.61,-6.46,-6.37,-6.01,-5.61,-5.06,-4.24,-3.38,-2.58,-6.91
2022-04-04,2022,4,4,-7.99,-7.97,-7.97,-7.85,-7.73,-7.28,-7.08,-6.79,-6.6,-6.42,-6.35,-5.96,-5.59,-5.01,-4.21,-3.39,-2.58,-5.39
2022-04-05,2022,4,5,-7.7,-7.89,-7.89,-7.78,-7.63,-7.24,-7.02,-6.76,-6.54,-6.41,-6.3,-5.96,-5.56,-4.99,-4.19,-3.36,-2.58,-5.18
2022-04-06,2022,4,6,-7.6,-7.79,-7.82,-7.7,-7.55,-7.19,-6.98,-6.71,-6.53,-6.37,-6.26,-5.91,-5.53,-4.99,-4.19,-3.36,-2.55,-6.13
2022-04-07,2022,4,7,-7.51,-7.74,-7.71,-7.62,-7.46,-7.14,-6.94,-6.67,-6.49,-6.35,-6.25,-5.9,-5.52,-4.98,-4.19,-3.36,-2.55,-6.0
2022-04-08,2022,4,8,-7.63,-7.64,-7.62,-7.54,-7.37,-7.08,-6.88,-6.65,-6.43,-6.29,-6.22,-5.87,-5.48,-4.92,-4.16,-3.36,-2.57,-7.86
2022-04-09,2022,4,9,-8.03,-7.6,-7.53,-7.47,-7.33,-7.03,-6.86,-6.6,-6.41,-6.27,-6.18,-5.83,-5.46,-4.9,-4.13,-3.34,-2.56,-8.11
2022-04-10,2022,4,10,-8.0,-7.61,-7.48,-7.39,-7.27,-6.98,-6.79,-6.56,-6.38,-6.23,-6.15,-5.81,-5.43,-4.87,-4.13,-3.32,-2.57,-4.81
2022-04-11,2022,4,11,-7.24,-7.67,-7.46,-7.33,-7.22,-6.93,-6.78,-6.54,-6.34,-6.22,-6.11,-5.77,-5.4,-4.89,-4.12,-3.31,-2.56,0.65
2022-04-12,2022,4,12,-5.52,-7.4,-7.44,-7.28,-7.14,-6.89,-6.72,-6.48,-6.3,-6.16,-6.1,-5.77,-5.39,-4.85,-4.1,-3.31,-2.55,3.98
2022-04-13,2022,4,13,-2.55,-6.64,-7.32,-7.24,-7.12,-6.85,-6.68,-6.44,-6.26,-6.15,-6.04,-5.7,-5.35,-4.82,-4.06,-3.3,-2.54,2.74
2022-04-14,2022,4,14,-2.01,-5.68,-6.98,-7.15,-7.03,-6.81,-6.62,-6.42,-6.22,-6.1,-6.03,-5.7,-5.33,-4.84,-4.06,-3.28,-2.52,1.54
2022-04-15,2022,4,15,-1.9,-4.94,-6.56,-6.97,-6.99,-6.77,-6.58,-6.35,-6.21,-6.08,-6.0,-5.66,-5.31,-4.79,-4.05,-3.29,-2.52,-0.08
2022-04-16,2022,4,16,-2.55,-4.61,-6.17,-6.75,-6.85,-6.7,-6.57,-6.3,-6.15,-6.04,-5.95,-5.63,-5.27,-4.77,-4.05,-3.28,-2.52,-2.24
2022-04-17,2022,4,17,-3.34,-4.52,-5.87,-6.52,-6.7,-6.65,-6.46,-6.27,-6.11,-5.99,-5.93,-5.58,-5.24,-4.73,-4.0,-3.24,-2.51,-3.16
2022-04-18,2022,4,18,-3.87,-4.63,-5.69,-6.3,-6.57,-6.62,-6.46,-6.24,-6.11,-5.97,-5.87,-5.58,-5.22,-4.69,-4.0,-3.24,-2.43,-2.26
2022-04-19,2022,4,19,-3.77,-4.63,-5.56,-6.11,-6.43,-6.48,-6.38,-6.17,-6.07,-5.91,-5.84,-5.52,-5.18,-4.66,-3.95,-3.24,-2.46,-1.56
2022-04-20,2022,4,20,-3.69,-4.57,-5.47,-5.98,-6.31,-6.44,-6.32,-6.15,-6.03,-5.86,-5.81,-5.49,-5.15,-4.62,-3.95,-3.2,-2.48,-3.12
2022-04-21,2022,4,21,-5.05,-4.63,-5.38,-5.86,-6.19,-6.35,-6.27,-6.09,-5.95,-5.84,-5.77,-5.45,-5.1,-4.61,-3.96,-3.19,-2.47,-7.11
2022-04-22,2022,4,22,-6.59,-5.04,-5.34,-5.76,-6.07,-6.16,-6.2,-5.99,-5.89,-5.78,-5.72,-5.4,-5.09,-4.63,-3.87,-3.17,-2.51,-7.22
2022-04-23,2022,4,23,-7.41,-5.6,-5.44,-5.68,-5.99,-6.12,-6.11,-6.03,-5.84,-5.74,-5.67,-5.39,-5.03,-4.53,-3.87,-3.16,-2.51,-7.34
2022-04-24,2022,4,24,-7.73,-6.11,-5.62,-5.68,-5.91,-6.05,-6.05,-5.88,-5.8,-5.71,-5.65,-5.32,-5.01,-4.56,-3.87,-3.13,-2.51,-7.03
2022-04-25,2022,4,25,-7.15,-6.38,-5.81,-5.72,-5.9,-5.98,-6.0,-5.88,-5.77,-5.66,-5.61,-5.32,-4.99,-4.51,-3.83,-3.13,-2.49,-3.4
2022-04-26,2022,4,26,-5.52,-6.33,-5.94,-5.79,-5.86,-5.93,-5.97,-5.84,-5.74,-5.64,-5.58,-5.28,-4.96,-4.5,-3.81,-3.11,-2.47,2.69
2022-04-27,2022,4,27,-3.03,-5.63,-5.93,-5.86,-5.85,-5.89,-5.9,-5.77,-5.69,-5.6,-5.53,-5.26,-4.95,-4.5,-3.81,-3.11,-2.47,1.72
2022-04-28,2022,4,28,-2.91,-4.82,-5.73,-5.84,-5.85,-5.87,-5.85,-5.72,-5.66,-5.57,-5.51,-5.23,-4.89,-4.47,-3.79,-3.1,-2.45,-2.0
2022-04-29,2022,4,29,-3.45,-4.49,-5.45,-5.75,-5.83,-5.83,-5.82,-5.69,-5.59,-5.52,-5.47,-5.2,-4.88,-4.44,-3.75,-3.08,-2.45,-1.27
2022-04-30,2022,4,30,-3.56,-4.41,-5.26,-5.62,-5.77,-5.8,-5.76,-5.65,-5.57,-5.48,-5.46,-5.19,-4.85,-4.41,-3.75,-3.05,-2.44,-1.81
2022-05-01,2022,5,1,-3.57,-4.36,-5.13,-5.5,-5.7,-5.75,-5.72,-5.6,-5.52,-5.44,-5.41,-5.14,-4.83,-4.39,-3.74,-3.05,-2.44,-1.64
2022-05-02,2022,5,2,-3.57,-4.29,-5.02,-5.39,-5.63,-5.69,-5.68,-5.56,-5.48,-5.41,-5.36,-5.08,-4.77,-4.34,-3.69,-3.05,-2.43,-1.82
2022-05-03,2022,5,3,-3.4,-4.22,-4.91,-5.29,-5.55,-5.64,-5.62,-5.53,-5.44,-5.35,-5.32,-5.06,-4.75,-4.3,-3.69,-3.04,-2.42,-1.8
2022-05-04,2022,5,4,-2.12,-4.04,-4.83,-5.19,-5.47,-5.57,-5.59,-5.47,-5.41,-5.33,-5.27,-5.03,-4.72,-4.32,-3.67,-3.0,-2.41,-1.67
2022-05-05,2022,5,5,-1.87,-3.69,-4.67,-5.09,-5.38,-5.52,-5.55,-5.43,-5.34,-5.28,-5.23,-4.97,-4.7,-4.25,-3.62,-2.98,-2.41,-1.59
2022-05-06,2022,5,6,-2.91,-3.49,-4.5,-4.98,-5.31,-5.44,-5.49,-5.36,-5.29,-5.22,-5.21,-4.94,-4.66,-4.26,-3.62,-2.98,-2.38,-2.33
2022-05-07,2022,5,7,-3.26,-3.67,-4.38,-4.87,-5.23,-5.39,-5.44,-5.33,-5.28,-5.2,-5.13,-4.92,-4.62,-4.22,-3.59,-2.94,-2.38,-0.85
2022-05-08,2022,5,8,-2.2,-3.67,-4.31,-4.77,-5.12,-5.32,-5.39,-5.27,-5.23,-5.15,-5.1,-4.87,-4.59,-4.2,-3.57,-2.94,-2.39,4.42
2022-05-09,2022,5,9,-1.11,-3.27,-4.22,-4.66,-5.06,-5.28,-5.32,-5.23,-5.13,-5.1,-5.06,-4.84,-4.56,-4.14,-3.55,-2.92,-2.36,6.23
2022-05-10,2022,5,10,-1.02,-2.88,-4.06,-4.57,-4.97,-5.17,-5.26,-5.17,-5.01,-5.07,-5.04,-4.79,-4.51,-4.15,-3.51,-2.9,-2.37,0.61
2022-05-11,2022,5,11,-0.99,-2.58,-3.87,-4.46,-4.9,-5.12,-5.19,-5.12,-4.99,-5.01,-4.98,-4.75,-4.49,-4.07,-3.5,-2.88,-2.38,2.98
2022-05-12,2022,5,12,-0.65,-2.34,-3.7,-4.34,-4.81,-5.08,-5.17,-5.08,-5.09,-4.97,-4.96,-4.69,-4.44,-4.05,-3.49,-2.88,-2.39,6.6
2022-05-13,2022,5,13,-0.04,-1.91,-3.5,-4.2,-4.71,-5.01,-5.1,-5.04,-5.0,-4.94,-4.9,-4.69,-4.42,-4.03,-3.44,-2.86,-2.34,10.41
2022-05-14,2022,5,14,1.06,-1.43,-3.34,-4.07,-4.63,-5.0,-5.06,-4.98,-4.97,-4.9,-4.87,-4.63,-4.38,-4.0,-3.43,-2.86,-2.27,10.9
2022-05-15,2022,5,15,4.83,-1.08,-3.0,-3.84,-4.46,-4.84,-4.99,-4.91,-4.89,-4.84,-4.83,-4.57,-4.35,-3.97,-3.39,-2.79,-2.25,9.74
2022-05-16,2022,5,16,3.53,-1.0,-2.86,-3.76,-4.38,-4.79,-4.95,-4.88,-4.84,-4.8,-4.8,-4.57,-4.32,-3.92,-3.37,-2.79,-2.27,9.0
2022-05-17,2022,5,17,2.81,-0.85,-2.67,-3.59,-4.27,-4.75,-4.87,-4.83,-4.82,-4.77,-4.75,-4.52,-4.28,-3.9,-3.37,-2.79,-2.21,6.54
2022-05-18,2022,5,18,1.9,-0.72,-2.5,-3.44,-4.15,-4.65,-4.81,-4.76,-4.76,-4.7,-4.7,-4.48,-4.25,-3.88,-3.32,-2.77,-2.19,5.61
2022-05-19,2022,5,19,1.05,-0.64,-2.34,-3.28,-4.03,-4.56,-4.78,-4.71,-4.71,-4.65,-4.65,-4.44,-4.2,-3.84,-3.31,-2.73,-2.19,2.86
2022-05-20,2022,5,20,1.05,-0.56,-2.18,-3.15,-3.93,-4.48,-4.68,-4.65,-4.68,-4.62,-4.61,-4.39,-4.16,-3.82,-3.27,-2.73,-2.21,2.4
