Дата,Год,Месяц,День,48-1 (0) trend,48-1 (0) seasonal,48-1 (0) resid,"48-1 (0,5) trend","48-1 (0,5) seasonal","48-1 (0,5) resid",48-1 (1) trend,48-1 (1) seasonal,48-1 (1) resid,"48-1 (1,5) trend","48-1 (1,5) seasonal","48-1 (1,5) resid",48-1 (2) trend,48-1 (2) seasonal,48-1 (2) resid,"48-1 (2,5) trend","48-1 (2,5) seasonal","48-1 (2,5) resid",48-1 (3) trend,48-1 (3) seasonal,48-1 (3) resid,"48-1 (3,5) trend","48-1 (3,5) seasonal","48-1 (3,5) resid",48-1 (4) trend,48-1 (4) seasonal,48-1 (4) resid,"48-1 (4,5) trend","48-1 (4,5) seasonal","48-1 (4,5) resid",48-1 (5) trend,48-1 (5) seasonal,48-1 (5) resid,48-1 (6) trend,48-1 (6) seasonal,48-1 (6) resid,48-1 (7) trend,48-1 (7) seasonal,48-1 (7) resid,48-1 (8) trend,48-1 (8) seasonal,48-1 (8) resid,48-1 (9) trend,48-1 (9) seasonal,48-1 (9) resid,48-1 (10) trend,48-1 (10) seasonal,48-1 (10) resid,48-1 (11) trend,48-1 (11) seasonal,48-1 (11) resid,48-Воздух (0) trend,48-Воздух (0) seasonal,48-Воздух (0) resid
2020-11-27,2020,11,27,-5.152614584810955,-2.322368954537132,2.0049835393480873,-4.07013999204293,0.607409750266353,1.4327302417765768,-3.6383378286033357,2.820184228756228,0.5981535998471075,-3.5501524756081855,3.486322833359392,0.08382964224879341,-3.752074358102525,3.6635789544457698,0.10849540365675514,-3.804942043528252,3.756376222657999,0.06856582087025309,-3.641540304261144,3.631186129636613,0.0003541746245310229,-4.036121312177283,3.5022063878346414,0.4139149243426412,-4.267429253904238,3.2859835282507635,0.6214457256534747,-4.202996401104782,3.1531241457882997,0.6398722553164822,-4.335485744909789,3.109377580937508,0.706108163972281,-4.194389776194593,2.948273900313325,0.706115875881268,-4.010895727037937,2.767824004036947,0.7030717230009902,-3.5784344917348307,2.4867059916979577,0.571728500036873,-2.94853219046715,2.0625732157405343,0.525958974726616,-2.2250301100344227,1.5848710346345705,0.36015907539985226,-1.4754505375427407,1.3036945047645636,0.0017560327781771523,-5.439816097860097,-6.8404066008947435,0.35022269875484113
2020-11-28,2020,11,28,-5.143394046034355,-4.025848838665416,1.9692428846997707,-4.0648501967371855,0.3053272403511906,1.459522956385995,-3.6353712523367254,2.766236187430733,0.6191350649059926,-3.5484193270508193,3.4787423198288265,0.08967700722199279,-3.7503866377925923,3.662773256113113,0.10761338167947931,-3.8037921140684947,3.7558143154932693,0.06797779857522546,-3.641072663125336,3.625789365421018,0.005283297704318013,-4.034857552246726,3.5153243142545554,0.389533237992171,-4.265891656895584,3.245817247748944,0.66007440914664,-4.201643774401475,3.0925856942398404,0.6990580801616346,-4.33405908406987,3.0012252570731714,0.8028338269966984,-4.1930111432078325,2.9206379442558137,0.7323731989520188,-4.009533608503244,2.7220150246435812,0.7475185838596623,-3.5773355511373954,2.477235948132603,0.5900996030047927,-2.9476469424897784,2.034017178405936,0.5536297640838423,-2.2245457590235675,1.5581327515985082,0.38641300742505935,-1.4754093952873748,0.9406789149960874,0.3547304802912874,-5.426098982044464,-5.006648897781501,1.4727478798259641
2020-11-29,2020,11,29,-5.134174691443723,-5.425411483949354,1.7095861753930777,-4.059559695365231,-0.0776934274251102,1.1872531227903416,-3.6324032334783523,2.63979803289356,0.6526052005847922,-3.546685769832057,3.4735600775099296,0.09312569232212731,-3.748698312717616,3.6587917263648597,0.10990658635275619,-3.8026416583377296,3.758043586625533,0.06459807171219678,-3.6406049242892933,3.638022803319088,-0.007417879029794516,-4.033593815884411,3.4800504136409933,0.4335434022434179,-4.264354047325777,3.1982327545466975,0.7161212927790794,-4.20029114464085,3.064286158602565,0.7260049860382853,-4.332632421411669,3.0148524115106072,0.7777800099010621,-4.191632482188957,2.884012502327879,0.7676199798610774,-4.0081714740476055,2.684827535660709,0.7833439383868965,-3.576236608008277,2.4234083317690946,0.6428282762391819,-2.9467616949918773,2.0120676071046066,0.5846940878872706,-2.224061402395234,1.5579104076605215,0.38615099473471237,-1.4753682335192149,0.9496707839683546,0.34569744955086024,-5.412386053870667,-3.0688655951105854,1.9412516489812521
2020-11-30,2020,11,30,-5.124956535706795,-9.395455064789362,8.450411600496157,-4.054268490822893,-0.5005990904130475,1.2048675812359404,-3.6294337688228238,2.4770024928597842,0.6824312759630393,-3.5449518026488223,3.4715512515279627,0.09340055112085954,-3.7470093807791724,3.662298556922485,0.10471082385668762,-3.8014906741001337,3.7632178279779023,0.05827284612223149,-3.640137087233108,3.635464417945677,-0.005327330712568745,-4.032330103210634,3.464175037181083,0.42815506602955056,-4.262816425239125,3.1712935047907345,0.7215229204483902,-4.198938511851069,3.007040536348589,0.78189797550248,-4.3312057570228335,3.0293265420205677,0.7618792150022657,-4.1902537930974635,2.843927639434916,0.7963261536625472,-4.00680932372052,2.622734507969781,0.8440748157507394,-3.5751376624115165,2.3668496926325755,0.7182879697789408,-2.9458764481042183,1.9774923419116108,0.5783841061926074,-2.223577040210238,1.5187933063832333,0.42478373382700463,-1.4753270522015252,0.9531348883165782,0.322192163884947,-5.398677340378337,-1.278273844449022,2.106951184827359
2020-12-01,2020,12,1,-5.115739594822477,-9.624091157925394,10.449830752747872,-4.048976587039161,-0.6706311679105348,1.6796077549496955,-3.6264628557768845,2.378786727425955,0.7076761283509296,-3.543217424317333,3.469541953049742,0.09367547126759135,-3.7453198400026775,3.657180349920565,0.10813949008211265,-3.8003391591846425,3.7503437040626224,0.0699954551220201,-3.639669151427112,3.6280642956578086,0.0016048557693033594,-4.0310664143465225,3.461624556753555,0.4094418575929675,-4.261278790681341,3.1211391666709236,0.7601396240104172,-4.197585876061015,2.7312460172882234,1.0463398587727917,-4.329779090991902,2.9426702899173685,0.8371088010745336,-4.188875075893237,2.7714239810370866,0.8574510948561502,-4.005447157572948,2.6144094306588044,0.8510377269141434,-3.574038714411912,2.3445276339519037,0.7295110804600085,-2.9449912019592093,1.9228591207538295,0.6321320812053797,-2.223092672530316,1.5138275457870476,0.42926512674326855,-1.4752858512977491,0.9533100273931234,0.33197582390462577,-5.38497287044502,-8.725341239997357,10.330314110442378
2020-12-02,2020,12,2,-5.106523885137447,-9.462117604228546,9.998641489365992,-4.043683988973538,-4.030315653275893,5.403999642249431,-3.6234904923743256,2.3106988705122946,0.772791621862031,-3.5414826337740806,3.464885207721265,0.09659742605281574,-3.7436296885347917,3.6621497009333,0.11147998760149136,-3.799187111482508,3.747384570064544,0.07180254141796416,-3.6392011163325257,3.6274658472384136,0.0017352690941123683,-4.029802749414016,3.4441967071119115,0.4056060423021046,-4.259741143699222,3.0749327703076306,0.7848083733915918,-4.1962332373001505,2.6900283012283914,1.0662049360717591,-4.328352423409026,3.1394985753469506,0.6188538480620753,-4.187496330536832,2.7398488037336532,0.8776475268031789,-4.004084975657178,2.54014056404191,0.913944411615268,-3.572939764075576,2.310454606992349,0.7624851570832272,-2.944105956691586,1.932119027514885,0.6219869291767011,-2.222608299418492,1.5144408555388065,0.4281674438796854,-1.475244630771574,0.947178876149677,0.34806575462189704,-5.371272674603539,-10.29557147148686,10.246844146090398
2020-12-03,2020,12,3,-5.097309423105727,-9.266568429159257,10.433877852264985,-4.038390702461162,-4.257897644698586,5.7662883471597475,-3.620516677290423,2.2349297828630013,0.8455868944274219,-3.5397474300766723,3.4650249564774023,0.09472247359927,-3.7419389246454258,3.6534557126644156,0.10848321198101019,-3.798034528954379,3.7567742817894536,0.061260247164925286,-3.638732981408415,3.619426708168915,0.009306273239500396,-4.028539108535876,3.4275501168255778,0.43098899171029803,-4.258203484340748,3.2734973861351766,0.5747060982055712,-4.194880595598343,3.1178460363349125,0.6070345592634299,-4.326925754365612,2.625185369728369,1.121740384637243,-4.186117556989455,2.4282757283891607,1.157841828600294,-4.002722778026755,2.4953579711587035,0.9273648068680518,-3.5718408114694737,2.241098532529986,0.800742278939488,-2.943220712437693,1.898120674744694,0.6451000376929992,-2.2221239209390062,1.5211210006475413,0.4210029202914649,-1.4752033905868729,0.9512072925981117,0.3239960979887613,-5.357576783852829,-0.3388146183419978,1.8263914021948264
2020-12-04,2020,12,4,-5.088096225289735,0.9529860821465228,0.8251101431432115,-4.0330967335449,-4.4435514998714725,6.186648233416372,-3.617541409863457,2.026621330069211,1.050920079794246,-3.5380118124055437,3.447047029882487,0.11096478252305664,-3.7402475467302927,3.658429183547849,0.11181836318244365,-3.7968814096315957,3.7539147521738707,0.062966657457725,-3.638264746115245,3.61836883227939,0.009895913835855197,-4.027275491835319,3.403622542653479,0.4436529491818395,-4.256665812655179,3.1513765012708546,0.6952893113843239,-4.19352795098612,3.0259234706734217,0.6876044803126979,-4.325499083954588,2.9056176100937754,0.8198814738608124,-4.184738755213071,2.890849386572938,0.6938893686401331,-4.001360564736958,2.222165654331516,1.1791949104054416,-3.570741856661898,2.1979145944549257,0.8628272622069719,-2.9423354693360375,1.827340171194293,0.7149952981417447,-2.2216395371570994,1.4680472746191986,0.47359226253790077,-1.47516213070778,0.952098512827492,0.3230636178802879,-5.343885229627804,0.07396395544746462,1.2899212741803394
2020-12-05,2020,12,5,-5.078884308493088,1.081783173691793,0.6471011348012956,-4.027802088307951,-4.5077655560861425,6.465567644394094,-3.6145646901100426,0.07420863960960372,3.0303560505004388,-3.5362757800664544,3.4278765331651093,0.12839924690134508,-3.7385555533097676,3.6565701846832446,0.11198536862652286,-3.7957277516100048,3.7489791273051565,0.06674862430484829,-3.637796409921888,3.6106698092969642,0.01712660062492377,-4.026011899436511,3.3656920815790903,0.4803198178574202,-4.255128128692832,3.0992654253111067,0.7458627033817256,-4.192175303494554,2.924007095353476,0.7881682081410779,-4.32407241227015,2.773686559146213,0.9603858531239369,-4.183359925170046,2.7787803666666067,0.804579558503439,-3.9999983358442033,2.6160794596322545,0.7839188762119487,-3.569642899722145,2.0819808202363133,0.9476620794858319,-2.9414502275269725,1.7774481623152618,0.7640020652117108,-2.2211551481393506,1.4316809864029976,0.509474161736353,-1.4751208510986138,0.9497939412961126,0.35532690980250115,-5.330198044814093,0.9113267219758439,0.3288713228382498
2020-12-06,2020,12,6,-5.069673690262656,1.4028304073636522,0.2568432828990037,-4.022506772874279,1.6041024700554858,0.41840430281879337,-3.6115865186138305,-0.15111176090774892,3.2726982795215793,-3.5345393325058856,3.4263346587188437,0.12820467378704192,-3.7368629430308373,3.6547120438325105,0.11215089919832666,-3.7945735530500255,3.713404128230598,0.1011694248194277,-3.637327972309322,3.6145606133041603,0.012767359005161794,-4.024748331464619,3.39129765116166,0.453450680302959,-4.253590432505555,2.993258318784928,0.8503321137206266,-4.190822653155307,2.7920970217977388,0.9187256313575687,-4.322645739408014,2.5310464077311985,1.1915993316768159,-4.181981066823509,2.6467174665904274,0.9352636002330814,-3.998636091406508,2.4940652354773287,0.9045708559291792,-3.5685439407206854,1.9757342255979602,1.0628097151227252,-2.940564987153037,1.727870549581541,0.812694437571496,-2.220670753953427,1.4151805172622975,0.5254902366911294,-1.4750795517239568,0.9557639098907248,0.3293156418332319,-5.31651526359969,0.656155464062278,0.6503597995374122
